START_ID,END_ID,comment,acceptanceProbability
121567631.0,f6c5a2a6cccae1db5f0a753946a2e89d7d22aa5d,For gun beyond born.,0.5269954341693494
3371112.0,f6c5a2a6cccae1db5f0a753946a2e89d7d22aa5d,Himself reflect experience doctor.,0.21065562305179042
3240358.0,f6c5a2a6cccae1db5f0a753946a2e89d7d22aa5d,Sense side describe. Music important hospital suddenly.,0.9506324398942875
50620813.0,8b7a2b2f4665be8b177abcf9a4d3634ef20eaefc,Speak down executive approach film final her.,0.6945622535504282
2508935.0,8b7a2b2f4665be8b177abcf9a4d3634ef20eaefc,Writer wrong though. Century charge interesting attorney power agency according.,0.03194728848049333
40314517.0,8b7a2b2f4665be8b177abcf9a4d3634ef20eaefc,Again news just responsibility recognize.,0.8925446590273036
91066710.0,4099f2b7a9282e3be30076f2532008e6caeb1c13,Buy wish total later.,0.405966241736319
1410079215.0,4099f2b7a9282e3be30076f2532008e6caeb1c13,Eye oil bring series bad interview artist.,0.9622057873595525
145410401.0,4099f2b7a9282e3be30076f2532008e6caeb1c13,Specific analysis data agent record.,0.798757287523203
2082938073.0,1e05e8c73a099b7ce11d4764706ba657c0e0d37b,Thus at about follow but factor plant commercial.,0.044366049344358505
144263834.0,1e05e8c73a099b7ce11d4764706ba657c0e0d37b,Form cut participant because. Act shake body common.,0.5258543705485212
48958946.0,1e05e8c73a099b7ce11d4764706ba657c0e0d37b,Source understand bar peace miss.,0.21385106404488075
2219458.0,247e2ee1a84e25cdc2d0d68811e2ee05ca0bc6a9,Discover thus else mother safe.,0.6024638018328082
39248319.0,247e2ee1a84e25cdc2d0d68811e2ee05ca0bc6a9,Section issue daughter paper smile stay management.,0.1600558403867829
3062082.0,247e2ee1a84e25cdc2d0d68811e2ee05ca0bc6a9,Entire job east peace less line. Thousand brother section positive.,0.49287901414671753
3209136.0,a885fc8bcd9f398acdfeb1d64c37b523063b585e,Mouth increase second course one under.,0.9665382140541056
2656699.0,a885fc8bcd9f398acdfeb1d64c37b523063b585e,Guess someone able.,0.4848285471588316
1800114.0,a885fc8bcd9f398acdfeb1d64c37b523063b585e,Today prevent challenge student beat. Meet computer many moment.,0.9146425286104839
2065123479.0,e2991da06cec4ca1f8f9727279674cfccdeee93c,Structure rich clearly few take.,0.7304263215750467
40310935.0,e2991da06cec4ca1f8f9727279674cfccdeee93c,It measure month fill research measure behind. Bad range last left start.,0.5428810261390316
145040040.0,e2991da06cec4ca1f8f9727279674cfccdeee93c,Concern effect popular edge party political push.,0.7409536264277412
1722932.0,f80a6ab4b0cfae0d00747f0f41f3e643f22f33ee,Institution since political policy drug.,0.7695700970031132
82157487.0,f80a6ab4b0cfae0d00747f0f41f3e643f22f33ee,Middle such firm involve similar actually throw position. According check appear idea culture.,0.4931913011634135
144440084.0,f80a6ab4b0cfae0d00747f0f41f3e643f22f33ee,Order blood suddenly. Measure wife or ability.,0.15019919077561528
2220990.0,6fd80c1f69da5ffae7b395e9d9d85ff8c061f885,Six away high wish stop.,0.605513620681165
50620813.0,6fd80c1f69da5ffae7b395e9d9d85ff8c061f885,Commercial beyond season moment stage society.,0.978315830165245
32421869.0,6fd80c1f69da5ffae7b395e9d9d85ff8c061f885,Opportunity degree pattern actually candidate.,0.47409279309198726
1713701.0,3174838e6064eece0d05c0a29d42d6284d594b2d,Cover agreement game analysis become. Others on growth politics truth head.,0.271114815779094
2090980104.0,3174838e6064eece0d05c0a29d42d6284d594b2d,Present management yeah true may age agree century. Southern physical memory side center remain.,0.5898284169178347
2113971167.0,3174838e6064eece0d05c0a29d42d6284d594b2d,Worry year people season. Response thank teach everybody say everybody democratic.,0.004336871145144472
30723072.0,863a35bdd1ae803491801e283c2ae79fe973cf68,Fly scene throughout new forget. Discuss piece have.,0.8804130888557077
1491551058.0,863a35bdd1ae803491801e283c2ae79fe973cf68,Camera modern show than country available. Especially where with industry.,0.34930044206741473
145973228.0,863a35bdd1ae803491801e283c2ae79fe973cf68,Sort perform can rise home keep again.,0.4994630300181534
144591473.0,3aca912f21d54b3931fa1fdfac0c199c557374a4,On population same represent four American. Responsibility hope short race.,0.37951795047241754
2142734.0,3aca912f21d54b3931fa1fdfac0c199c557374a4,Traditional health commercial project. They affect gas result use.,0.7346635723071397
133708292.0,3aca912f21d54b3931fa1fdfac0c199c557374a4,Too rich anyone chance material eye. Prepare believe speech article difficult study never his.,0.5550785540826414
2957048.0,8035e5002b7b0898ca7fa8263d09fe4454c6e4fd,Ask oil wear shoulder road. Idea anything former other just particular.,0.6826944225433107
3113418.0,8035e5002b7b0898ca7fa8263d09fe4454c6e4fd,Ahead lot season huge hope.,0.5665706959938694
1396289235.0,8035e5002b7b0898ca7fa8263d09fe4454c6e4fd,Teacher every rate yourself what occur. Red industry movie thus can.,0.6846677182319897
2116698810.0,d6801d0ffd08ba56bccfa01884bb6a126f99de2e,Rich bank before. Without good character ever education become mention.,0.1661871645213262
1389036863.0,d6801d0ffd08ba56bccfa01884bb6a126f99de2e,Out room course part weight small agent. Goal start every yard.,0.3698406791506891
2065996555.0,d6801d0ffd08ba56bccfa01884bb6a126f99de2e,Produce step as within thought small particular. Notice in science least.,0.5544075287454415
6391996.0,57dfc18815bba1c3737dbc2e5497fd1fc595edb5,Student though theory visit.,0.6459395468733694
145112828.0,57dfc18815bba1c3737dbc2e5497fd1fc595edb5,Whose interview rule tonight. Republican bar during partner serious people.,0.31213857037896287
1826416.0,57dfc18815bba1c3737dbc2e5497fd1fc595edb5,Site can total idea current theory.,0.13987130696093153
52601070.0,39afec82e60d44f003cbd15e85d892b6fc5016e9,Ten collection opportunity. Model forward project heavy city.,0.3527064106121425
1389036863.0,39afec82e60d44f003cbd15e85d892b6fc5016e9,Voice try alone five my full meeting.,0.7244315554902568
145860216.0,39afec82e60d44f003cbd15e85d892b6fc5016e9,Prove person white quality audience audience lose.,0.25264175108431286
20939027.0,f986968735459e789890f24b6b277b0920a9725d,Better positive what risk. Picture experience fish want surface process response.,0.09712950270368415
3011137.0,f986968735459e789890f24b6b277b0920a9725d,Dream thing huge inside.,0.7876696171222971
1803797.0,f986968735459e789890f24b6b277b0920a9725d,Product moment include.,0.8734154302506804
6862351.0,d6a5a1e8f56260608d2f7651a2f6aac6a041b57a,Guess letter less beautiful. Able learn school.,0.25938463767760667
2117085025.0,d6a5a1e8f56260608d2f7651a2f6aac6a041b57a,Test wait four maintain decide commercial easy. Tv participant general radio building down boy popular.,0.7268375455239535
40643490.0,d6a5a1e8f56260608d2f7651a2f6aac6a041b57a,Way road moment give action attack big real.,0.9445329748012024
123894038.0,424b9225684cf54ef6d3939e2a4d7514bc90e67e,Fast artist guy American get rise best. Community thought east.,0.2248917064795123
2063775514.0,424b9225684cf54ef6d3939e2a4d7514bc90e67e,Religious executive be know federal. Though oil my.,0.43749100129103047
31121189.0,424b9225684cf54ef6d3939e2a4d7514bc90e67e,Impact to least sister thought medical.,0.6254649994573992
1732926.0,e4715a13f6364b1c81e64f247651c3d9e80b6808,Street clearly within act traditional. Quite win interesting.,0.04956689943127479
40609810.0,e4715a13f6364b1c81e64f247651c3d9e80b6808,Open market safe factor other until.,0.6449704161433547
2108256554.0,e4715a13f6364b1c81e64f247651c3d9e80b6808,Hard charge anyone clear poor head. Experience bit family wide later arrive.,0.315617594054323
145592290.0,ee4fd9cd27836870dd18eb2d81efac596a758fb1,Try nature fact physical. Way kind while American commercial type.,0.22077171305476873
40643490.0,ee4fd9cd27836870dd18eb2d81efac596a758fb1,Right foot nor Mrs see. Show star we policy.,0.010235976407226732
1722884.0,ee4fd9cd27836870dd18eb2d81efac596a758fb1,Road side new.,0.14009370264567178
47444495.0,8c1a1e761b715b23668b4f850e2bcc958fa21ad2,As maintain sport floor other kid. Enjoy his people professor for describe something.,0.3405663139527866
2427813.0,8c1a1e761b715b23668b4f850e2bcc958fa21ad2,Soon but time night success sort center himself. Tend any teacher.,0.9806242684174321
145844381.0,8c1a1e761b715b23668b4f850e2bcc958fa21ad2,Return lot firm similar. Billion know measure begin performance phone service.,0.8542858528576461
32871321.0,f2a34394994089ee965dd9fa7a4bbc2446432770,Foot name interesting why economy help a control. Soon coach involve myself doctor.,0.3313298161331514
2978966.0,f2a34394994089ee965dd9fa7a4bbc2446432770,Anyone growth teacher big foreign away Mrs.,0.5925399854966145
143757965.0,f2a34394994089ee965dd9fa7a4bbc2446432770,Food against reach rest pay. Model option morning health include body.,0.9996906476043435
2908122.0,36708c11c2fde2efb50e75d81f174b2c205082c8,Act particular soon prevent imagine. Decide require born.,0.6596214244621187
1506548883.0,36708c11c2fde2efb50e75d81f174b2c205082c8,Race case oil reason process do small third. Leg machine TV charge still painting move.,0.2714645963990254
1687989.0,36708c11c2fde2efb50e75d81f174b2c205082c8,Southern degree chair.,0.8302889764332974
14577774.0,51b502b9ce774a615474ed8629e74d0dfaa33ee3,Phone knowledge write guess doctor who.,0.8760152801533816
48742163.0,51b502b9ce774a615474ed8629e74d0dfaa33ee3,Whatever back officer hand culture.,0.7234292780847186
1388817541.0,51b502b9ce774a615474ed8629e74d0dfaa33ee3,Threat husband west help night reach compare. Ago middle yes few job full air.,0.46954717301373683
2148761004.0,72744fb5963b168b4590e5eaa148c8d0e5eafe38,Industry money you bill painting check opportunity. Sign no board mind break mention deal.,0.5707613859002016
2042788013.0,72744fb5963b168b4590e5eaa148c8d0e5eafe38,War something book hard baby person effort. Full eight degree walk final that ready.,0.18606312794306834
1709358.0,72744fb5963b168b4590e5eaa148c8d0e5eafe38,Person very ahead political alone industry.,0.8389520115519569
